nearest_distance,type
3734.0699149019038,library
1660.3298951006548,library
1660.3298951006548,library
1067.0923325168467,library
2186.2153472563205,library
990.1656756443366,library
2147.2713551597503,library
1964.9537742524165,library
3255.4050029636383,library
3163.2157910890905,library
3920.0974100687954,library
3375.759042321431,library
4959.441232929403,library
3731.2920852206753,library
3734.0699149019038,library
4778.050728033265,library
5406.262589322035,library
3689.309637956631,library
5800.00231187226,library
2898.83195980435,library
2186.2153472563205,library
2580.617979852796,library
3375.759042321431,library
4051.865734858597,library
2278.697016849954,library
4798.76372570641,library
769.8676345679947,theater
182.06946555472783,theater
1580.500750252298,theater
2546.9809159816305,theater
1164.9643870904813,theater
2400.056209312766,theater
140.87357289207162,theater
3432.379604659567,theater
1486.7787111662444,theater
181.3348590613137,theater
3052.4577211597216,theater
1175.0976998806098,theater
345.6784311772753,theater
579.4154422757514,theater
713.4984386347476,theater
296.0170211159802,theater
11153.083368115707,theater
998.3747192448113,theater
571.9566887282045,theater
265.3372856035189,theater
78.76198759196191,theater
88.74303341396865,theater
1637.7880880643725,theater
333.83635379022417,theater
2597.6632902283714,theater
3966.9856387648224,theater
579.4154422757514,theater
8007.051999080298,theater
81.84201718350562,theater
85.19258688709051,theater
53.4766648427742,theater
297.99863837681255,theater
2546.598774705586,theater
182.06946555472783,theater
537.3408343211713,theater
102.46497263704866,theater
184.31157415546176,theater
1431.4636121165975,theater
1389.5359461805763,theater
2627.8350969413273,theater
2543.4808274028214,theater
103.38647750241039,gym
45.74837912241521,gym
610.2517841038278,gym
177.08944011972122,gym
129.91723873472554,gym
128.33526088663234,gym
687.5550478372364,gym
109.93366207815201,gym
167.50911143081902,gym
82.76019538657464,gym
166.3304149375931,gym
593.8625776375046,gym
130.81237017148345,gym
86.52002835616658,gym
83.29445006982809,gym
217.75150656692477,gym
283.28323450590415,gym
1158.6824999363753,gym
46.624354430781025,gym
644.3173050340771,gym
288.25131876747565,gym
442.21070303828054,gym
370.44370269588626,gym
66.87061712717984,gym
52.32965859919267,gym
66.87061712717984,gym
166.3304149375931,gym
546.26229911787,gym
713.3219755948809,gym
491.65673172349676,gym
520.2765758161972,gym
1165.7282974472205,gym
639.6620772113966,gym
133.97138164459065,gym
94.4024170780497,gym
784.5001652740096,gym
261.54343249547765,gym
95.09397539246136,gym
499.2507948088018,gym
168.93416613617705,gym
207.52609909856452,gym
167.22474556135947,gym
165.66970292761695,gym
347.93733803198484,gym
101.2708597793478,gym
690.4786711285301,gym
144.62138772986853,gym
430.0552477390032,gym
644.3755605906974,gym
712.4425876199572,gym
463.2261468814106,gym
62.70193900209258,gym
147.50665092284967,gym
160.95793563714108,gym
414.29931607300875,gym
902.3417214795327,gym
139.73882978200345,gym
84.15529109824163,gym
83.31999821720822,gym
397.61404594586844,gym
768.9563825867092,gym
507.61355344999936,gym
367.18507042087026,gym
143.24919198637826,gym
514.0130103106025,gym
1297.9840533766937,gym
136.46397414441358,gym
62.06902428461131,gym
575.6283620916616,gym
136.6740062320014,gym
698.986240223233,gym
98.09820623555059,gym
177.08944011972122,gym
466.67988549171616,gym
386.9995512099247,gym
109.07744490610591,gym
399.09745544952415,gym
351.3138639103321,gym
114.16913468801988,gym
162.5204059423173,gym
44.781525192469665,gym
397.61404594586844,gym
130.80142441311966,gym
398.48436640514825,gym
285.8496715271151,gym
234.48548410172083,gym
502.56707012143147,gym
664.4556355286139,gym
182.1165455299996,gym
133.97138164459065,gym
156.12190559923988,gym
150.29721963056238,gym
114.44791834889199,gym
641.0275967449384,gym
396.09872934106056,gym
394.93446829632035,gym
69.77406143232463,gym
69.77406143232463,gym
211.57958065109335,gym
736.2736872913677,gym
259.41830112909986,gym
110.96135962191302,gym
367.18507042087026,gym
1456.0711797215577,gym
742.8559433993059,gym
55.19979256253064,gym
292.2023267132168,gym
376.4972045664467,gym
196.12283827908982,gym
755.7804037439029,gym
99.6914303507425,gym
152.60462491295132,gym
305.03234738982957,gym
591.5045365507549,gym
