nearest_distance,type
2703.976488958567,library
3832.353863818775,library
2508.189570152583,library
4660.997984369844,library
2963.1476187259746,library
2636.016060669163,library
5942.832938201187,library
1557.759578359046,library
7087.210518953802,library
2629.3283479208458,library
3962.3246370413967,library
2971.4638829265778,library
1152.3085542396357,library
1366.8011800316315,library
2105.0124964967513,library
4012.25880149313,library
7094.44993821575,library
4758.016144782162,library
4420.326486526974,library
9269.066576329467,library
7201.639289600328,library
3527.7417249497475,library
2210.782635565786,library
2018.3384023643928,library
1386.8591626735965,library
4196.712045109276,library
3832.353863818775,library
2105.0124964967513,library
2430.962079176031,library
2449.569285908386,library
2019.0088459899412,library
1167.835517822038,library
8882.463512138356,library
2517.3450734635053,library
1618.744606739928,library
2508.189570152583,library
1283.6267044910423,library
7094.44993821575,library
1498.1894161424148,library
2635.349946138102,library
1167.835517822038,library
4091.763622094861,library
2689.29421542902,library
3917.9684206756524,library
1385.3749061183123,library
2426.647243414086,library
10328.343505720157,library
7809.661357339689,library
5721.509480031883,library
1813.5736304746013,library
3708.6964508535375,library
409.6517516988344,theater
67.2915790805133,theater
559.1817082393608,theater
160.25409877818777,theater
2659.320338281995,theater
903.1266447259846,theater
639.2617796304354,theater
3440.9932038718025,theater
161.2774067063703,theater
2623.08890879844,theater
2744.1175176358365,theater
1432.0668883715427,theater
368.82900975882416,theater
555.2104547145552,theater
2753.240229584392,theater
52.55550983708694,theater
118.68324094268,theater
54.90591978276077,theater
3132.4944579805183,theater
9201.45419031218,theater
5689.031750070839,theater
703.9326939120909,theater
150.88308306881612,theater
3993.4624460180553,theater
227.0743878605227,theater
1768.9060936441308,theater
120.25402999936048,theater
2994.224542096627,theater
107.95754107038037,theater
12991.4983772772,theater
12840.450709643492,theater
265.0627358245236,theater
118.68324094268,theater
146.22337650703003,theater
105.08811962401714,theater
2746.6207009984264,theater
552.2839473775679,theater
161.2774067063703,theater
198.00088442705962,theater
59.436707051586076,theater
3755.681843343077,theater
5895.747482177149,theater
85.01099599240588,theater
559.1817082393608,theater
58.74563038925157,theater
79.64335168364843,theater
119.83970482303813,theater
50.35642710371575,theater
79.64335168364843,theater
59.436707051586076,theater
134.50434355337828,theater
209.1691749648433,theater
198.61076145451457,theater
2272.6209016391517,theater
77.48557480145794,theater
168.4086073877061,theater
1549.3902351673835,theater
1464.003143362375,theater
1831.1239151800416,theater
2328.8081914110267,theater
3663.050050488704,theater
106.61480677722976,theater
146.42184832452185,theater
3759.7208792378806,theater
3581.7872632326917,theater
5270.470463642993,theater
5586.06436906328,theater
262.09156383123707,theater
5763.827532440125,theater
5717.497263058055,theater
158.53777481495877,theater
5778.67371844534,theater
3132.4944579805183,theater
5798.888695705589,theater
1705.6791033786196,theater
3759.7208792378806,theater
171.04757496506699,gym
391.0736748812825,gym
356.8758217296737,gym
227.5595511580466,gym
70.88327636895256,gym
787.1977311586193,gym
270.8652038053678,gym
279.88237828799157,gym
633.3983779211571,gym
512.6207202453646,gym
221.66746450230264,gym
292.9749135358689,gym
113.31184453318897,gym
362.9206864727579,gym
210.38781816499878,gym
148.0470196191213,gym
57.61285166309948,gym
226.85412180291758,gym
66.52620048503285,gym
66.52620048503285,gym
106.9357917337713,gym
188.45667866901368,gym
118.25654810947118,gym
296.5450787244354,gym
119.43296968954498,gym
46.27019558634458,gym
103.04774999420847,gym
428.26652247957315,gym
102.21938162655162,gym
339.9990207183216,gym
309.1408982594706,gym
184.13439843419985,gym
280.80231374364695,gym
88.05640517710722,gym
127.92053405318235,gym
207.47410174385024,gym
263.9984838184501,gym
100.81446569849798,gym
662.7438811476437,gym
112.3417555394705,gym
127.19303703874306,gym
170.73600790903518,gym
544.180900304177,gym
592.7156144313302,gym
769.3036301937478,gym
425.52218149557245,gym
71.5305664910821,gym
71.175854611006,gym
283.9424696378586,gym
358.6998893986885,gym
151.4625775873608,gym
242.46119149503022,gym
291.7646455376531,gym
57.61285166309948,gym
122.32009211331332,gym
238.28509005908543,gym
126.91791604930656,gym
351.93554812085364,gym
131.6013687032349,gym
543.5869384575474,gym
258.1928173920692,gym
170.63726787318794,gym
87.24806180065735,gym
134.78400920709407,gym
200.60520860639306,gym
254.58751294494436,gym
258.1928173920692,gym
458.4260045620348,gym
270.8079854376286,gym
63.86879180060437,gym
273.50181875850274,gym
69.98700771366941,gym
191.6019580784584,gym
55.591977173292726,gym
72.04627577117533,gym
117.83530168656056,gym
509.845043897333,gym
155.94605776593437,gym
458.95182425978453,gym
248.85914325594592,gym
119.35474164122485,gym
686.5002705292512,gym
131.42702118512756,gym
197.69399943327895,gym
254.6812850051291,gym
396.64519221734616,gym
801.6792361572705,gym
249.21326425320893,gym
171.06692708395155,gym
153.697971902458,gym
312.4219871519344,gym
364.4047456374176,gym
139.52510848693643,gym
187.19184605535094,gym
370.0365630945378,gym
515.9698895031296,gym
128.3009156813429,gym
731.3500718931194,gym
81.56368556503683,gym
246.8164260967411,gym
297.9635914256834,gym
71.6651924875244,gym
386.00440487738643,gym
377.82959102251544,gym
55.78223494989491,gym
465.9975445099774,gym
106.01345620051433,gym
247.96166025504402,gym
222.03848404252804,gym
274.6767629023133,gym
378.4101784642897,gym
71.64741591475567,gym
93.0975968513758,gym
352.2589154172765,gym
0.0,gym
208.70302653227031,gym
